,CONTROLNUM,Q702R,Q515R,Q513R,mcv1006,mcv1006a,mcv1006b,mcv1008,men_alcohol_all,mcv1009,earlymarriage,Fam_support,Q516R,edpart,rQ701d,rQ701b,rQ701a,sumdiffage,edresp,country,rQ701c,sQ601c,sQ601d,EP3,FCMAR,tQ602d,SourceIncome,ageyr10,justify,tQ602c
5642,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,5,0,1,1,2,1,0,5,1,0,0
5662,3,3,0,0,1,1,1,0,0,0,0,1,0,2,1,1,1,4,2,5,1,1,1,1,0,0,3,5,0,0
5458,3,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,3,5,1,1,1,4,9,0,5,1,0,0
5732,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,1,5,0,1,1,4,9,1,1,5,0,0
4847,0,2,0,0,1,1,1,0,0,1,0,1,0,3,1,1,1,2,3,5,1,1,1,1,0,0,2,3,0,0
5239,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,2,5,0,0,1,2,1,0,3,2,0,0
5753,2,2,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,2,3,5,1,0,0,2,1,0,1,3,0,0
5620,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,3,5,1,1,1,4,9,0,2,2,0,0
5322,0,1,0,0,1,1,1,0,0,0,0,1,0,2,1,1,1,4,2,5,1,0,1,4,1,0,2,3,0,0
4912,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,0,4,9,0,4,1,0,0
5376,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,0,0,2,5,0,0
4909,0,1,1,0,0,1,0,0,1,0,9,1,0,1,1,1,1,1,2,5,1,1,1,4,9,0,2,5,0,0
5320,0,1,1,0,0,0,0,0,0,1,0,1,0,3,1,1,1,2,2,5,1,1,1,1,0,0,3,5,0,0
5669,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,0,1,1,4,0,0,1,5,0,0
5506,3,1,0,0,0,1,0,0,1,0,9,1,0,1,1,1,1,2,1,5,1,1,1,4,9,0,2,1,1,0
5084,0,2,0,0,0,0,1,0,1,1,0,1,0,3,1,1,1,2,3,5,1,0,1,2,1,0,3,3,0,0
5316,3,2,0,0,1,0,0,0,0,0,9,1,0,1,0,0,0,1,1,5,0,1,1,4,9,0,5,5,0,0
5416,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,1,1,4,9,0,5,1,1,0
5235,2,3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,4,2,5,0,1,1,4,1,0,2,2,0,0
4923,3,2,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,4,3,5,1,0,1,1,0,0,2,2,0,0
5579,2,2,1,0,0,1,1,0,0,0,0,1,0,2,1,1,1,2,1,5,1,1,1,1,0,0,3,3,0,0
5224,0,2,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,2,2,5,1,0,1,2,1,1,5,2,0,0
5358,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,1,1,1,0,0,2,5,0,0
5793,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,3,5,1,1,1,1,1,0,2,5,0,0
5790,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,5,1,1,0,4,1,0,2,2,0,0
4843,0,2,1,0,0,0,1,0,1,0,9,1,0,1,1,1,1,2,2,5,1,1,1,3,9,0,5,1,1,0
5036,0,2,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,4,3,5,1,0,0,1,0,0,4,3,0,0
5384,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,1,5,1,1,1,4,9,1,2,4,0,0
5524,1,1,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,4,3,5,0,1,1,4,9,0,5,2,1,0
5025,1,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,2,2,5,1,0,0,4,9,0,2,2,0,0
5711,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,2,5,1,0,1,1,0,0,4,4,0,0
4885,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,5,1,1,1,4,1,0,1,5,0,0
5225,2,2,1,0,1,0,0,0,1,0,9,1,0,2,1,1,1,2,2,5,1,1,1,4,9,0,3,1,0,0
4942,3,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,3,5,0,0,1,4,1,0,2,4,0,0
5122,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,2,5,1,1,1,1,0,0,3,3,0,0
5644,3,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,1,2,5,1,1,1,4,9,0,1,3,0,0
4953,1,2,0,1,0,1,1,0,1,0,1,1,0,3,1,1,1,2,2,5,1,0,1,2,1,0,3,1,0,0
5706,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,0,0,4,9,0,1,1,0,1
5030,0,1,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,1,5,0,1,1,4,9,0,2,4,0,0
5767,2,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,3,3,5,1,1,1,4,1,1,2,3,1,0
5117,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,2,5,1,1,1,1,0,0,3,2,0,0
5448,1,1,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,1,4,0,0,2,3,0,0
5625,0,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,1,1,5,1,1,0,4,9,0,5,4,0,0
5570,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,0,0,4,9,0,5,1,0,0
5311,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,4,3,5,1,1,1,4,9,0,5,1,0,0
5612,0,1,0,0,1,0,0,0,0,0,9,1,0,1,0,0,0,4,1,5,0,1,1,4,9,1,2,1,1,0
4886,0,2,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,2,5,1,1,1,1,0,0,4,4,0,0
5382,3,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,3,5,1,0,1,4,9,0,2,1,0,0
5641,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,5,1,1,1,1,0,0,4,5,0,0
5221,0,2,0,0,1,0,1,0,0,1,0,1,0,2,1,1,1,2,3,5,1,1,1,1,0,0,4,5,0,0
5351,0,1,0,0,0,1,1,0,0,0,9,1,0,1,0,0,0,4,2,5,0,0,0,4,9,0,2,2,0,0
4907,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,0,1,0,1,3,4,0,1
5048,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,5,1,1,1,2,1,0,4,2,0,0
5624,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,5,0,1,1,4,0,0,1,5,0,0
4856,3,2,1,1,0,0,1,0,0,0,0,1,0,2,1,1,1,3,2,5,1,1,0,2,1,0,2,2,0,0
5721,0,1,0,1,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,5,1,1,1,1,0,0,4,3,0,0
5392,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,5,1,0,0,1,0,1,2,4,0,0
5724,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,3,1,5,1,1,0,1,0,1,3,3,1,0
5432,0,1,0,0,0,1,1,1,0,1,0,1,0,2,1,1,1,3,2,5,1,1,1,2,1,0,2,2,0,0
5554,3,3,1,0,0,1,1,0,1,0,1,1,0,2,0,0,0,3,1,5,0,1,0,4,1,0,5,1,0,0
5785,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,1,1,4,9,0,5,1,0,0
5112,3,3,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,3,5,0,1,1,4,9,0,2,2,0,0
5718,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,5,1,1,1,1,0,0,2,3,0,0
5300,1,2,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,3,3,5,1,1,1,2,1,0,3,2,0,0
4950,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,1,1,1,0,0,4,5,0,0
5603,1,2,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,2,1,5,1,1,1,1,0,0,1,5,1,0
5233,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,3,5,1,0,1,1,0,0,4,2,0,0
5611,3,3,0,0,1,0,0,0,1,0,0,0,0,3,1,1,1,1,1,5,1,1,1,4,1,0,1,3,0,0
4857,2,1,0,0,0,1,0,0,1,0,1,1,0,3,1,1,1,2,2,5,1,1,0,2,1,0,3,1,0,0
4951,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,3,5,1,0,1,1,0,0,4,5,0,0
4948,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,3,5,1,1,1,1,0,0,2,2,0,0
4933,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,1,0,1,0,0,2,3,0,0
5708,3,2,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,5,1,1,1,2,1,0,2,3,0,0
5031,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,3,5,1,1,1,4,9,0,2,2,0,0
5267,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,1,5,1,1,1,1,0,1,3,3,0,0
4896,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,5,1,0,1,1,0,0,4,3,0,0
4925,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,1,3,5,1,1,1,4,9,0,2,3,0,0
5548,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,5,0,0,0,1,0,0,4,4,0,0
5008,3,3,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,5,1,0,0,4,0,0,2,4,0,0
5696,0,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,4,1,5,0,0,1,2,1,0,4,4,0,0
5181,1,2,0,0,0,0,0,0,1,0,9,0,0,3,0,0,0,2,3,5,0,0,0,4,9,0,2,3,0,0
5362,3,2,0,0,1,1,0,0,0,0,9,1,0,1,0,0,1,4,2,5,0,1,1,4,9,0,5,2,1,1
5754,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,5,0,1,1,1,0,0,2,5,0,0
5574,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,5,1,0,1,1,0,0,4,3,0,0
4812,0,2,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,3,5,1,0,0,4,9,0,2,3,0,0
5521,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,5,1,0,0,2,1,0,4,2,0,0
5527,0,2,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,2,5,0,1,0,1,0,0,3,4,0,0
5677,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,1,1,4,9,1,2,1,0,0
5787,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,5,1,0,1,4,0,0,2,5,0,0
5097,0,1,1,0,1,1,1,0,1,1,0,1,0,2,1,1,1,1,2,5,1,0,1,1,0,0,2,3,0,0
5370,2,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,4,1,5,0,0,1,2,1,0,4,2,0,0
5623,3,2,0,0,0,1,0,0,0,0,9,1,0,3,1,1,1,1,3,5,1,0,0,4,9,0,5,1,0,0
5040,0,2,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,1,2,5,1,0,1,1,0,0,2,2,0,0
5261,3,3,0,1,1,1,0,0,0,0,0,1,0,2,1,1,1,1,3,5,1,1,1,2,1,0,5,2,1,0
5418,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,5,1,1,1,2,1,1,2,4,1,1
5510,3,2,1,0,1,0,0,0,0,0,0,1,1,3,1,1,1,2,3,5,1,1,0,2,1,0,4,1,0,0
5199,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,3,5,1,1,1,1,0,0,2,4,0,0
4869,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,3,5,1,1,0,1,0,0,4,3,0,0
5487,0,1,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,4,2,5,0,0,1,4,9,0,5,1,0,0
5712,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,5,0,0,0,4,1,0,2,3,0,0
5512,0,2,0,0,1,0,0,0,0,1,9,1,0,2,1,1,1,2,3,5,1,1,1,4,9,0,5,1,0,0
5140,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,3,5,1,0,1,4,0,0,2,3,0,0
5417,0,1,0,0,0,1,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,0,0,4,9,0,2,2,0,0
5729,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,5,1,1,1,1,0,0,1,4,0,0
5587,2,2,0,0,1,1,1,0,0,0,0,1,0,3,1,1,1,1,2,5,1,1,1,1,0,0,4,3,0,0
5542,3,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,1,5,0,1,1,4,9,0,5,5,0,0
5255,3,3,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,3,3,5,1,0,1,1,0,0,2,4,0,0
4854,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,3,2,5,1,1,1,4,1,0,2,1,0,0
5437,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,1,5,1,1,1,2,1,0,1,4,0,1
5105,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,1,5,1,1,1,2,1,0,2,2,0,0
5057,0,2,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,4,1,5,1,1,1,4,9,0,2,2,0,0
5671,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,2,5,0,0,1,2,1,0,3,5,0,0
5627,0,2,0,0,1,0,1,0,0,0,0,1,0,2,1,1,1,3,2,5,1,1,1,1,0,0,2,3,0,0
4888,2,3,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,3,2,5,1,0,1,1,0,0,4,2,0,0
4820,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,1,1,0,0,4,2,0,0
5262,0,1,0,0,1,1,0,0,0,0,9,1,0,1,0,0,0,1,1,5,0,1,1,4,9,0,2,4,1,0
5640,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,5,0,1,1,1,0,0,4,3,0,1
5315,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,5,1,0,1,2,1,0,2,3,0,0
5340,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,1,1,0,0,4,3,0,0
5676,1,1,1,1,0,1,0,0,0,0,0,1,1,3,1,1,1,2,2,5,1,1,1,1,0,1,2,4,0,0
4836,2,1,0,1,0,1,1,0,0,1,9,1,0,3,1,1,1,4,1,5,1,0,0,4,9,0,5,3,1,0
5195,1,2,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,2,5,1,0,0,4,1,0,2,2,0,0
5056,3,2,0,0,0,1,1,0,0,0,9,0,0,1,1,1,1,3,2,5,1,0,0,4,9,0,4,2,0,0
5686,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,3,1,5,1,1,1,2,1,0,4,4,0,0
4814,3,1,0,0,1,0,0,0,0,0,9,0,0,1,1,1,1,1,1,5,1,1,0,4,9,1,5,5,1,1
5484,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,3,5,1,1,1,2,1,0,3,2,0,0
5258,3,2,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,2,2,5,1,1,1,2,0,0,2,3,0,0
5123,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,2,5,1,1,1,1,0,1,3,2,0,1
5301,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,5,1,0,1,1,0,0,2,3,0,0
5020,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,5,0,0,0,4,1,0,5,5,0,0
4982,3,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,4,3,5,1,0,1,4,1,0,4,1,0,0
5719,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,2,3,5,1,0,1,2,0,0,3,3,0,0
4880,0,2,0,0,0,1,0,0,0,0,9,1,0,2,1,1,1,4,2,5,1,0,0,4,9,1,2,3,0,0
5265,0,2,0,0,0,1,0,0,1,0,0,1,0,2,1,1,1,3,2,5,1,1,0,2,1,0,2,2,0,0
5166,1,2,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,5,1,0,0,2,1,0,2,2,0,0
5475,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,2,1,0,3,3,0,0
5098,2,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,1,0,1,5,0,0
5709,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,2,1,5,1,1,1,2,1,0,4,5,0,1
4921,0,1,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,1,3,5,1,1,1,4,9,0,2,2,0,0
5726,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,0,4,9,0,1,1,0,0
5725,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,3,5,1,1,0,1,0,0,3,3,0,0
4809,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,1,5,1,1,1,4,9,0,2,2,0,0
4937,3,2,0,0,1,1,1,0,0,1,0,1,0,3,1,1,1,1,2,5,1,0,0,4,1,0,4,2,0,0
5063,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,3,3,5,1,0,1,1,0,0,4,5,0,0
5467,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,5,0,1,1,4,1,0,5,5,1,0
5095,0,2,0,0,0,0,0,0,0,1,0,1,0,3,1,1,1,4,2,5,1,1,0,1,0,0,4,4,0,0
5609,3,2,0,0,0,0,0,0,0,0,9,1,0,2,0,1,1,3,1,5,1,1,1,4,9,0,1,1,0,0
4863,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,1,5,0,0,1,4,9,0,2,5,0,0
4991,2,2,1,0,1,0,0,0,0,1,0,0,0,3,1,1,1,3,2,5,1,1,1,1,0,0,3,2,0,1
5630,3,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,0,2,2,5,1,0,0,4,9,0,2,3,0,0
5479,2,2,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,0,0,2,4,1,0
5757,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,5,1,0,0,4,0,0,2,5,0,0
5618,0,1,0,0,1,1,0,0,0,0,0,1,0,2,1,1,1,1,1,5,1,1,1,1,0,0,4,3,0,0
4894,1,1,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,1,2,5,1,1,1,1,0,0,3,2,0,0
5171,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,5,1,0,0,2,1,0,4,3,0,0
5288,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,5,1,1,1,1,0,0,2,4,0,0
5234,1,2,0,0,1,0,1,1,0,0,9,0,0,3,1,1,1,2,3,5,1,1,1,4,9,0,5,1,0,0
5771,0,1,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,4,2,5,0,1,0,4,9,0,2,2,0,0
5182,0,2,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,2,3,5,1,0,1,4,9,0,2,1,0,0
5147,0,2,0,0,0,0,0,0,1,0,9,0,0,2,0,1,1,4,2,5,1,0,0,4,9,0,2,2,0,0
4973,3,3,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,3,5,0,1,1,4,0,0,2,4,0,0
5569,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,1,1,0,4,0,0,2,4,0,0
4949,0,2,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,2,3,5,1,0,1,1,0,0,4,3,0,0
5032,1,2,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,3,1,5,0,1,1,1,0,0,4,5,0,0
5474,3,3,1,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,3,5,0,1,1,1,0,0,4,3,0,0
4873,1,1,1,0,0,0,0,0,0,0,9,1,1,2,1,1,1,3,3,5,1,1,1,4,9,0,5,1,1,0
5343,0,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,3,5,1,1,0,4,9,1,5,1,0,0
5383,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,1,1,1,1,5,1,1,0,2,1,0,3,4,0,0
5704,2,2,1,1,0,0,0,0,1,0,0,1,0,2,1,1,1,2,2,5,1,1,0,2,1,1,4,4,0,1
5500,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,5,1,1,1,1,0,0,2,2,0,0
5560,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,5,1,1,1,4,1,0,2,4,0,0
5344,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,3,5,1,0,1,2,1,0,3,2,0,0
5241,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,0,1,1,4,1,0,5,5,0,0
5359,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,3,5,1,0,1,1,0,0,3,4,0,0
4822,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,5,0,1,1,1,0,0,2,5,0,0
5308,1,1,0,0,0,0,1,0,0,0,0,1,0,3,1,1,1,1,2,5,1,1,0,1,0,0,4,3,0,0
4972,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,2,3,5,1,0,1,3,9,0,1,1,0,0
5684,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,3,5,0,1,1,4,9,0,2,4,0,0
5532,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,5,1,1,0,2,1,1,4,4,0,0
5477,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,3,3,5,1,1,1,1,0,0,4,3,0,0
4893,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,2,5,0,0,0,4,9,0,2,3,0,0
4988,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1,1,3,1,5,1,1,0,2,1,0,5,3,0,0
4917,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,3,2,5,1,1,1,1,0,0,2,4,0,0
5755,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,1,5,0,0,1,4,9,0,2,4,0,0
5588,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,4,2,5,1,1,1,2,1,0,2,4,0,0
5781,3,3,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,2,1,5,0,1,1,4,9,0,5,3,1,0
5144,3,2,1,0,1,0,0,0,1,0,9,1,0,2,1,1,1,3,2,5,1,1,1,4,9,0,5,1,1,0
5081,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,3,5,0,0,0,4,9,0,1,5,0,0
5039,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,5,1,1,1,1,0,0,4,4,0,0
5735,0,1,1,0,0,0,0,0,0,1,0,1,0,3,1,1,1,4,3,5,1,1,1,2,1,0,4,3,0,0
5556,0,1,0,0,1,1,1,0,0,0,0,1,0,3,1,1,1,1,3,5,1,0,0,4,1,0,2,3,0,0
5572,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,1,5,0,1,0,4,9,0,5,4,0,1
5655,3,1,0,0,0,0,1,0,0,0,0,1,0,3,1,1,1,1,3,5,1,1,0,2,1,0,4,2,0,0
4831,0,1,0,0,0,1,1,0,0,0,9,0,0,2,0,1,1,2,2,5,1,1,1,4,9,0,2,2,0,0
5780,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,1,4,9,0,5,1,0,0
5690,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,3,2,5,1,1,0,4,1,0,2,2,0,0
5378,0,2,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,2,3,5,1,0,1,4,9,0,2,1,0,0
5368,0,3,1,0,0,0,0,1,0,1,1,1,0,2,1,1,0,3,3,5,0,0,1,4,0,0,2,3,0,0
5744,0,2,0,0,0,1,1,0,0,0,9,1,0,3,1,1,1,2,3,5,1,0,1,4,9,0,2,2,0,0
5361,0,1,0,0,0,0,1,0,0,0,9,1,0,3,1,1,1,3,3,5,1,1,0,4,9,0,2,2,0,0
5501,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,2,5,1,1,1,4,0,0,2,5,0,0
4905,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,1,1,1,4,1,1,2,5,0,0
5134,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,0,2,1,0,1,1,0,0
5157,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,5,1,1,1,4,1,0,2,4,0,0
4891,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,5,1,1,1,4,0,0,2,4,0,0
5508,0,3,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,5,1,0,0,1,0,0,3,4,0,0
5115,2,3,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,2,5,1,1,1,2,1,0,3,2,0,0
5411,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,3,5,1,0,1,1,0,1,2,4,0,0
4977,0,2,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,3,3,5,1,0,0,1,0,0,4,4,0,0
4929,3,2,0,1,1,0,0,1,0,0,0,1,0,2,1,1,1,2,3,5,1,1,1,1,0,0,4,4,0,0
5549,0,3,0,0,0,1,1,0,1,0,9,1,0,1,1,1,1,2,3,5,1,0,1,4,9,0,2,3,0,0
4924,0,1,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,3,2,5,1,0,0,4,9,0,2,1,0,0
5414,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,5,0,1,1,2,1,0,2,4,0,0
4918,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,3,5,1,0,1,1,0,0,4,2,0,0
5766,0,1,0,0,1,1,1,0,1,0,0,1,0,3,1,1,1,3,3,5,1,1,1,1,0,0,4,2,0,0
5385,1,2,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,2,3,5,1,0,0,4,9,0,5,1,0,0
5222,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,3,5,1,0,0,1,0,0,4,4,0,0
4876,0,1,1,0,0,0,0,0,0,0,9,1,1,2,1,1,1,3,3,5,1,1,1,4,9,0,1,2,0,0
5681,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,1,0,4,9,1,5,1,0,0
