,CONTROLNUM,Q702R,Q515R,Q513R,mcv1006,mcv1006a,mcv1006b,mcv1008,men_alcohol_all,mcv1009,earlymarriage,Fam_support,Q516R,edpart,rQ701d,rQ701b,rQ701a,sumdiffage,edresp,country,rQ701c,sQ601c,sQ601d,EP3,FCMAR,tQ602d,SourceIncome,ageyr10,justify,tQ602c
4408,0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,4,1,1,1,1,0,0,4,4,0,0
4806,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,4,0,0,0,1,1,0,4,1,0,0
3968,0,2,1,0,0,1,0,0,0,1,9,1,1,1,1,1,1,4,2,4,1,1,1,4,9,0,5,5,0,0
4189,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,4,1,1,0,1,0,0,3,4,0,1
4758,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,3,3,4,0,1,1,1,1,0,4,2,0,0
4545,3,2,0,1,0,1,1,1,1,0,0,1,0,2,1,1,1,3,2,4,1,1,1,1,0,0,3,1,0,0
3976,0,2,0,0,0,0,0,0,0,1,9,1,0,1,1,1,1,3,3,4,1,1,1,2,9,0,2,4,0,0
4731,0,3,1,1,1,1,0,0,0,0,0,1,1,2,0,1,1,1,2,4,1,0,1,4,1,0,2,4,0,0
4246,1,1,0,0,0,1,1,0,1,0,0,1,0,2,1,1,1,3,2,4,1,0,1,1,0,0,3,3,0,0
4064,0,2,0,0,0,0,0,0,1,0,1,1,0,2,1,1,1,3,2,4,1,1,0,1,0,0,3,1,0,0
4544,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4,0,1,1,1,0,0,3,5,0,0
4219,3,3,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,3,3,4,0,1,1,1,0,0,3,2,0,0
4406,3,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,4,2,4,0,1,1,2,9,0,4,4,0,0
4152,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2,4,1,0,1,1,0,0,3,5,0,0
4485,0,2,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,2,2,4,1,0,0,4,9,1,5,3,0,1
3815,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,4,1,1,1,1,0,0,4,2,0,0
3998,0,2,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,3,3,4,1,1,0,1,0,0,3,2,0,0
4726,0,2,0,1,1,0,0,0,1,0,0,1,0,2,1,1,1,1,2,4,1,1,1,1,0,0,4,4,0,0
4377,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,4,1,1,1,1,0,0,4,4,0,0
4548,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,3,4,1,1,1,1,0,1,4,4,1,1
4165,2,1,0,0,0,1,1,0,1,0,0,1,0,2,1,1,1,2,2,4,1,1,0,1,0,0,5,2,1,0
5485,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,5,1,0,1,4,1,0,2,3,0,0
5059,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,0,0,1,4,0,0,2,5,0,0
5760,0,2,0,0,1,1,1,0,0,0,0,1,0,2,1,1,1,2,3,5,1,1,1,1,0,0,3,4,0,0
5605,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,5,0,1,1,4,1,0,2,4,0,0
4899,0,2,0,0,0,0,0,1,0,0,1,1,0,3,1,1,1,1,1,5,0,0,1,2,1,0,3,3,0,0
5133,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,2,5,1,1,1,2,1,0,4,4,0,0
5314,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,4,2,5,1,1,0,4,1,0,2,2,0,0
4811,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,5,1,0,1,4,1,0,5,5,0,0
5602,2,1,0,0,1,0,1,0,0,0,9,0,0,2,1,1,1,2,2,5,1,1,1,4,9,0,2,2,0,0
5397,0,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,5,1,0,1,4,9,0,2,2,0,0
5616,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,1,5,1,1,1,1,0,0,4,5,0,0
5042,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,1,1,2,2,5,1,1,1,1,0,0,4,5,0,0
5606,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,4,2,5,0,1,1,4,9,0,2,1,0,0
5713,3,1,1,1,0,1,1,0,1,0,0,1,0,2,1,0,0,1,3,5,0,1,1,1,0,0,2,4,0,0
4900,0,3,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,2,5,0,0,0,2,1,0,4,2,0,0
4823,1,1,0,0,0,1,1,0,1,0,0,1,0,3,1,1,1,4,3,5,1,0,1,1,0,0,4,5,0,0
5720,0,2,0,0,0,1,1,0,0,1,0,1,0,3,1,1,1,3,3,5,1,0,1,1,0,0,2,4,0,0
5507,0,1,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,4,2,5,0,1,1,4,9,0,5,1,1,0
5237,3,1,0,0,0,1,1,0,0,0,9,1,0,1,0,1,1,1,2,5,1,1,1,4,9,0,2,4,0,0
5049,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,5,1,1,1,4,1,1,5,5,1,0
5196,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,2,3,5,1,0,0,1,0,0,4,3,0,0
5635,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,3,2,5,1,0,1,4,0,0,2,2,0,0
4883,2,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,4,1,5,1,1,1,2,1,0,4,4,0,0
5694,2,2,0,1,0,0,0,0,1,0,1,1,0,3,1,1,1,3,3,5,1,0,1,2,1,0,4,2,0,0
5160,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,1,1,0,0,4,5,0,0
5180,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,3,5,1,0,0,1,0,0,2,3,0,0
5047,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,0,4,9,0,2,1,0,0
5773,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,3,2,5,1,1,1,1,0,0,4,4,0,0
5533,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,1,2,5,1,0,0,4,9,0,2,3,0,0
5540,3,2,0,1,0,0,0,0,1,0,9,1,0,1,1,0,0,1,1,5,0,0,0,4,9,0,5,2,0,0
5710,0,1,0,0,1,0,1,0,0,0,9,1,0,1,0,0,0,4,2,5,0,1,0,4,9,0,2,2,0,0
5762,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,3,2,5,1,0,0,2,1,0,3,2,0,0
5289,3,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,2,1,5,0,1,1,2,1,0,5,3,0,0
5519,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,4,3,5,1,0,1,4,1,0,2,3,0,0
4808,0,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,3,3,5,1,1,1,4,9,0,1,2,0,0
5089,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,0,0,2,4,0,0
5269,0,2,0,0,1,1,1,0,0,0,0,1,0,3,1,1,1,2,2,5,1,1,0,2,1,0,2,2,0,0
4825,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,2,2,5,1,1,1,1,0,0,2,4,0,0
5788,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,5,1,0,0,4,1,0,2,4,0,0
5659,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,4,2,5,0,0,1,4,1,0,5,1,1,0
5273,0,2,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,2,2,5,1,1,1,1,0,0,3,3,0,0
5323,3,3,0,0,0,0,1,0,0,0,9,1,0,1,1,1,1,1,2,5,1,0,1,4,9,0,2,4,0,0
5145,3,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,1,2,5,1,1,1,4,9,0,2,1,0,0
4992,0,1,0,0,0,0,0,0,0,1,9,0,0,1,1,1,1,4,1,5,1,1,0,4,9,0,2,3,0,0
5789,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,3,2,5,1,0,1,4,1,0,2,2,0,0
5055,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,1,0,1,5,0,0
5791,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,1,4,9,0,4,2,0,0
5294,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,4,1,0,2,3,0,0
4903,3,3,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,5,0,1,1,2,1,0,2,5,0,0
5328,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,1,2,1,0,3,2,0,0
5139,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,0,4,9,0,1,1,0,0
5226,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,5,1,0,1,1,0,0,5,4,0,0
5339,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,2,5,1,1,1,1,0,0,3,2,0,0
4867,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,4,2,5,1,0,1,2,1,0,4,2,0,0
5493,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,2,5,1,1,1,1,0,0,2,4,0,0
5567,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,5,0,0,0,4,0,0,5,5,0,0
5296,0,1,0,0,0,1,1,0,0,0,9,1,0,1,0,0,0,3,2,5,0,0,0,4,9,0,5,3,0,0
5172,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,0,1,4,9,0,5,1,0,0
5259,0,1,0,0,1,1,1,0,0,0,9,1,0,1,0,0,0,3,2,5,0,1,1,4,9,0,5,2,0,0
5021,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,2,5,0,1,1,4,9,0,5,5,0,0
5471,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,3,5,0,1,1,4,9,1,2,2,0,0
5029,0,1,1,0,0,0,0,1,0,0,9,1,1,2,1,1,1,3,3,5,1,1,1,4,9,0,2,2,0,0
5202,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,5,1,0,0,1,0,0,2,5,0,1
5526,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,5,0,1,1,2,1,0,4,3,0,0
5403,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,5,1,1,1,1,0,0,2,5,0,0
5741,3,2,1,0,1,0,1,0,1,0,9,1,1,3,0,0,0,3,2,5,0,1,1,4,9,1,2,2,1,0
5154,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,3,5,0,0,1,4,9,0,2,2,0,0
5439,3,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,2,5,1,1,1,4,1,0,2,4,1,0
5043,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,2,3,5,1,0,0,2,1,0,4,4,0,0
5489,3,2,0,0,0,0,1,0,1,1,9,1,0,1,1,1,1,1,3,5,1,1,0,4,9,0,1,3,0,0
5073,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,5,1,1,1,4,0,0,2,5,0,0
5306,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3,1,5,0,1,1,1,0,0,3,3,0,0
5445,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,5,1,0,1,2,1,0,2,2,0,0
5230,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,1,1,3,3,5,1,0,1,1,0,0,1,5,0,0
5520,3,3,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,2,1,5,1,1,1,2,1,0,3,4,1,0
5249,3,3,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,2,5,1,0,1,4,1,0,5,1,0,0
5575,1,2,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,2,1,5,1,1,1,1,0,0,3,4,0,0
5389,3,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,2,5,0,1,1,4,9,0,1,3,1,0
5223,1,1,0,0,1,1,0,0,0,0,9,1,0,1,1,1,1,2,1,5,1,0,1,4,9,0,1,4,0,0
5545,0,1,0,0,0,1,0,0,0,0,9,1,0,3,1,1,1,2,3,5,1,1,1,4,9,0,2,1,0,0
5714,2,3,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,4,2,5,1,1,1,2,1,1,2,3,1,1
5559,3,2,0,0,0,1,0,0,0,0,9,1,0,1,0,0,0,1,2,5,0,1,1,4,9,0,2,4,0,0
5173,3,3,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,0,1,4,9,0,1,1,0,0
5543,3,2,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,3,2,5,1,1,1,2,1,0,3,1,1,0
5238,1,3,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,5,1,1,0,4,1,0,2,4,0,0
5246,1,3,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,5,0,1,0,2,1,0,2,4,0,0
5645,3,1,0,0,1,0,0,0,0,0,9,1,0,1,1,1,1,3,3,5,1,0,1,4,9,0,1,2,0,0
5585,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,2,5,1,1,1,2,1,1,2,2,1,0
4827,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,5,1,0,0,4,0,0,1,5,0,0
4817,3,2,0,0,0,0,0,0,1,0,9,1,0,2,0,1,0,3,3,5,1,1,0,4,9,0,1,2,0,0
5318,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,5,1,1,1,2,1,0,3,2,0,0
4902,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,0,1,1,4,1,0,2,5,0,0
5599,0,1,0,0,0,0,0,0,1,0,9,0,0,2,1,1,1,3,2,5,1,0,1,4,9,0,2,1,1,0
5150,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,3,5,1,0,1,2,1,0,2,1,0,0
4915,1,2,0,0,0,0,0,1,1,0,0,1,0,3,1,1,1,2,3,5,1,1,1,1,0,0,3,3,0,0
5010,0,2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,5,1,0,1,1,0,0,3,5,0,0
5674,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4,1,5,1,1,1,1,0,0,1,5,0,0
5200,1,2,0,0,0,0,0,1,0,0,0,1,0,3,1,1,1,2,2,5,1,0,1,1,0,0,4,2,0,0
4959,0,2,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,5,1,1,1,2,1,0,3,2,0,1
5348,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,3,5,1,0,1,4,1,0,2,2,0,0
5747,0,2,0,0,0,1,1,0,1,1,0,1,0,3,1,1,1,1,3,5,1,0,1,1,0,0,4,3,0,0
5660,0,1,0,0,1,1,1,0,0,0,0,1,0,2,1,1,1,3,1,5,1,0,1,4,1,0,2,4,0,0
5330,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,1,5,0,0,0,4,9,0,1,4,0,0
5516,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,4,1,5,1,1,0,1,0,0,3,2,0,0
5014,0,2,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,3,3,5,1,1,0,4,9,0,1,2,0,0
5404,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,5,1,0,0,4,1,0,2,2,0,0
5631,0,2,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,3,1,5,1,0,1,2,1,0,2,4,0,0
5053,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,3,5,0,1,1,4,9,0,5,3,0,0
4966,0,1,0,0,1,0,1,1,1,0,9,1,0,2,1,1,1,2,2,5,1,1,0,4,9,0,2,4,0,0
5369,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,5,1,0,1,2,1,0,3,3,0,1
4952,3,2,1,0,1,1,1,0,1,0,0,1,0,2,1,1,1,1,2,5,1,1,1,2,1,0,4,2,0,0
5638,0,2,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,4,3,5,1,1,0,4,1,0,2,1,0,0
5107,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,1,0,0,4,1,0,2,3,0,0
4993,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,5,0,1,1,4,0,0,2,2,0,0
5087,0,1,0,0,1,1,1,0,1,0,0,1,0,2,1,1,1,3,2,5,1,0,1,2,1,0,2,3,0,0
5071,3,2,0,0,0,1,1,0,0,0,9,1,0,1,1,1,1,4,3,5,1,1,1,4,9,0,2,2,0,0
5387,1,2,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,2,3,5,1,1,1,4,9,0,1,1,0,0
5015,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,1,5,0,1,1,4,9,0,5,1,0,0
5350,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,5,0,1,0,1,0,1,2,4,1,1
5313,2,3,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,2,2,5,1,1,1,4,1,0,2,2,0,0
5158,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,3,3,5,1,1,1,1,0,0,4,3,0,0
5586,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,2,5,1,1,1,2,1,1,5,1,0,0
5274,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,2,5,1,1,1,1,0,0,2,4,0,0
5240,0,1,1,0,0,1,0,0,0,1,9,1,0,3,1,1,1,1,2,5,1,0,0,4,9,0,2,3,0,0
5100,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,5,1,0,0,4,1,0,2,5,0,0
5522,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,2,1,5,0,1,1,4,9,0,2,3,0,0
4995,2,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,1,5,0,1,1,1,0,1,2,5,0,0
4850,2,1,0,0,1,0,1,0,0,0,9,1,0,3,1,1,1,4,3,5,1,1,1,3,9,0,2,2,0,0
5207,3,2,0,0,0,1,1,0,0,1,0,1,0,3,0,1,1,3,2,5,0,0,1,2,1,0,4,3,0,0
5707,1,3,0,0,1,0,1,0,0,0,1,1,0,2,1,1,1,3,2,5,1,1,1,4,1,0,1,1,0,0
5092,1,1,0,0,1,0,0,0,1,0,9,1,0,2,1,1,1,2,2,5,1,0,0,4,9,0,5,2,0,0
5409,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,1,1,1,0,1,2,4,0,0
5692,2,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,4,1,5,1,1,1,2,1,0,3,3,0,0
5250,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,2,2,5,1,1,1,2,1,0,3,2,1,0
5178,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,5,0,1,1,1,0,0,2,4,0,0
5553,0,2,0,0,1,1,1,0,1,0,9,1,0,2,1,1,1,2,3,5,1,0,1,3,9,0,2,1,0,0
4824,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,5,1,0,1,2,1,0,4,2,0,0
5283,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,5,0,0,1,4,0,0,5,5,0,0
5633,2,1,0,0,1,1,1,0,0,0,1,1,0,3,1,1,1,1,1,5,1,1,1,4,1,0,2,3,0,0
5271,0,2,1,0,0,0,0,0,1,0,9,1,1,1,1,1,1,3,3,5,1,0,1,4,9,0,5,2,0,0
5687,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,3,3,5,0,0,1,4,9,0,2,2,0,0
5436,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,2,5,1,1,0,4,9,0,2,3,0,0
5431,3,3,0,0,1,0,0,0,0,0,9,1,0,1,1,1,1,4,2,5,1,0,1,4,9,0,2,2,0,0
5693,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,5,0,1,1,4,1,1,1,5,0,0
5360,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,2,5,1,1,0,4,1,0,2,2,0,0
5193,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,1,1,3,3,5,1,0,1,1,0,0,4,3,0,0
5176,3,2,0,0,0,0,0,0,1,1,0,1,0,3,1,1,1,2,3,5,1,0,0,1,1,0,2,3,0,0
5621,3,1,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,1,2,5,1,1,0,4,1,0,4,2,1,0
4911,1,3,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,1,1,2,4,0,0
5509,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,5,0,1,1,1,0,0,3,2,0,0
5770,0,1,0,0,0,1,1,0,0,0,9,1,0,1,0,0,0,3,1,5,0,0,1,4,9,0,1,3,0,0
5309,3,2,0,0,0,0,0,0,0,0,9,0,0,1,1,1,1,1,2,5,1,0,1,4,9,0,2,4,0,0
5342,1,1,0,1,0,0,0,0,1,1,9,1,0,3,1,1,1,3,2,5,1,0,0,4,9,0,1,1,0,0
5536,1,3,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,0,0,4,0,0,5,5,0,0
5013,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,5,1,1,0,4,1,0,3,2,0,0
5456,2,3,0,0,0,1,0,0,1,0,9,1,0,1,0,0,0,2,2,5,0,1,1,4,9,0,5,1,1,0
5415,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,3,5,0,1,1,4,9,0,5,1,0,0
5523,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,5,1,0,1,2,1,0,2,4,0,0
4919,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,3,5,1,1,1,4,1,0,5,2,0,0
5446,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,5,0,1,1,4,1,0,2,3,0,0
5064,0,1,1,0,0,0,0,0,1,0,9,1,0,2,1,1,1,4,2,5,1,0,0,3,9,0,5,1,0,0
4938,1,3,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,2,3,5,0,1,1,1,0,0,4,3,0,0
4889,0,2,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,2,2,5,1,1,0,4,9,0,2,2,0,0
5745,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,2,5,1,1,1,1,0,0,4,4,0,0
4858,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,1,5,0,1,0,4,9,0,1,1,0,1
4967,0,1,0,0,0,1,1,0,0,1,9,1,0,2,1,1,1,1,2,5,1,1,0,4,9,0,5,1,1,0
5557,3,2,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,3,1,5,0,0,0,2,1,0,2,3,0,0
5052,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,4,3,5,1,1,1,4,1,0,2,4,0,0
5291,0,3,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4,2,5,1,0,1,2,0,0,4,4,0,0
5128,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,1,0,2,5,0,0
5156,0,3,0,0,1,0,1,0,0,0,9,1,0,3,1,1,1,2,3,5,1,0,0,4,9,0,5,1,0,0
5632,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,5,1,1,1,4,1,0,1,5,0,0
4984,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1,1,1,4,1,0,5,5,0,0
5132,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1,2,5,1,1,1,4,1,0,2,1,0,0
5777,3,1,0,1,0,0,0,0,0,0,9,1,0,2,0,1,1,2,2,5,0,1,1,4,9,0,2,1,1,0
4936,0,3,0,0,1,0,1,1,1,1,0,1,0,2,1,1,1,1,3,5,1,0,1,1,0,0,2,3,0,0
5459,3,2,0,0,1,1,1,0,0,0,9,0,0,1,1,1,1,4,2,5,1,1,0,4,9,0,5,1,0,0
5386,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,4,2,5,1,1,0,4,1,0,4,1,0,0
4962,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,1,5,1,0,0,4,1,0,2,3,0,0
5578,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,3,3,5,1,0,1,2,1,0,2,5,0,0
4979,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,3,2,5,1,1,0,4,1,0,2,2,0,0
5731,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,5,1,0,1,4,0,0,2,5,0,0
5779,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,2,3,5,1,0,0,1,0,0,3,1,0,0
4996,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,3,3,5,1,1,1,1,0,0,4,3,0,0
5143,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,3,5,1,0,1,1,0,0,4,3,0,0
4975,1,2,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,4,1,5,1,1,1,1,0,0,2,3,0,0
5253,2,3,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,5,1,1,1,1,0,0,2,5,0,0
5116,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,5,0,1,1,1,0,0,2,4,0,0
5345,0,2,0,1,0,0,0,0,0,0,9,0,0,3,1,1,1,1,3,5,1,1,0,4,9,0,2,2,0,0
4872,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,1,2,5,0,1,1,4,9,0,2,4,0,0
5060,0,2,0,0,0,0,1,0,0,1,0,1,0,2,1,1,1,2,3,5,1,0,0,1,0,0,4,5,0,0
4941,1,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,2,3,5,1,0,0,4,9,0,2,1,0,0
5111,3,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,3,5,1,1,0,4,9,0,2,2,0,0
5672,1,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,1,5,0,1,1,2,1,0,2,4,0,0
5716,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,4,3,5,1,1,1,1,0,0,2,2,0,0
5216,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,4,2,5,0,1,0,4,9,0,5,1,0,0
5441,1,2,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,3,2,5,0,0,1,4,9,1,5,2,1,0
5511,3,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,2,5,1,0,0,4,1,0,2,5,0,0
